livestockType,productionType,productionSystem,numberOfAnimals,cycleDuration,location,housingType,vaccinationProgram,vetServiceFrequency,medicationIntensity,feedPrice,laborCost,electricityCost,totalCostEstimation
cattle,dairy,semi-intensive,331,25,North-Central,basic,minimal,weekly,medium,47001,14233,13312,287047
cattle,beef,intensive,70,15,North-Central,standard,minimal,quarterly,low,21053,91042,8775,176923
cattle,dairy,extensive,392,25,North-West,standard,intensive,quarterly,low,36059,58295,15854,342267
cattle,beef,semi-intensive,354,18,North-West,premium,minimal,quarterly,high,28392,90308,9345,333437
poultry,broiler,intensive,379,71,North-Central,basic,minimal,quarterly,medium,23178,12055,21102,269013
cattle,dairy,extensive,373,28,South-West,standard,minimal,monthly,low,35349,97559,6948,361705
poultry,layer,intensive,225,42,North-Central,premium,standard,weekly,low,28618,88430,26821,284987
poultry,layer,intensive,429,18,North-Central,standard,standard,weekly,high,26941,26233,17128,311743
cattle,beef,extensive,416,31,South-East,standard,minimal,weekly,low,15281,81689,22560,342811
cattle,beef,intensive,396,12,North-Central,premium,intensive,weekly,low,44619,16346,12573,316157
poultry,layer,battery cage,220,59,South-East,standard,intensive,monthly,low,47815,35879,24583,266092
poultry,broiler,battery cage,193,68,South-West,premium,intensive,weekly,medium,40734,37226,10598,225792
poultry,broiler,battery cage,262,63,North-Central,standard,intensive,quarterly,medium,15968,51414,26581,240931
cattle,dairy,intensive,157,34,South-East,premium,minimal,quarterly,high,31899,42356,22381,207035
cattle,dairy,semi-intensive,238,18,South-West,premium,standard,quarterly,low,27451,51809,5317,231028
poultry,layer,intensive,330,6,North-Central,premium,standard,monthly,high,38297,82550,8291,332435
poultry,layer,battery cage,264,66,South-East,standard,standard,quarterly,low,41501,53971,6609,275582
poultry,broiler,deep litter,69,67,South-East,standard,intensive,weekly,low,30817,88005,20173,204312
poultry,broiler,intensive,439,80,South-West,basic,intensive,weekly,low,18444,65471,7199,329058
poultry,layer,deep litter,64,62,South-West,premium,intensive,weekly,high,29843,84029,11328,187043
poultry,broiler,battery cage,49,56,North-Central,basic,standard,monthly,high,49552,72552,7116,203272
poultry,broiler,intensive,47,32,South-West,basic,standard,weekly,medium,25730,14347,16607,105914
cattle,beef,intensive,403,24,South-East,premium,standard,quarterly,medium,41783,39203,27509,351778
poultry,broiler,intensive,47,58,South-East,basic,standard,quarterly,low,16938,87416,10771,155563
poultry,broiler,deep litter,219,29,South-West,basic,minimal,monthly,high,42439,34035,14553,242966
cattle,beef,extensive,14,26,South-East,basic,intensive,monthly,low,32521,19200,14959,106201
cattle,beef,extensive,126,16,North-West,premium,standard,weekly,low,39759,32998,24817,200333
poultry,broiler,battery cage,378,25,North-Central,premium,standard,monthly,medium,46079,23843,18495,323496
cattle,dairy,semi-intensive,460,30,North-West,standard,standard,weekly,low,27872,81241,26236,393221
cattle,beef,intensive,248,13,North-West,standard,minimal,weekly,high,18282,33792,8248,202604
poultry,layer,deep litter,58,59,South-East,basic,standard,monthly,high,16194,83151,14188,158727
poultry,layer,battery cage,160,48,South-West,basic,minimal,monthly,medium,29197,90459,10103,238956
poultry,broiler,intensive,85,71,North-Central,standard,intensive,weekly,high,37305,85240,17130,219480
cattle,beef,extensive,56,21,South-East,premium,intensive,monthly,medium,49910,82377,21467,231664
cattle,beef,semi-intensive,228,27,South-East,basic,intensive,monthly,low,34641,24868,17262,225412
poultry,layer,deep litter,297,48,South-West,basic,intensive,monthly,medium,28246,73107,7489,285588
cattle,beef,intensive,128,36,North-West,basic,intensive,monthly,medium,38464,43404,8438,192770
poultry,layer,deep litter,379,77,South-West,premium,standard,weekly,low,39352,25403,21977,315584
poultry,broiler,deep litter,313,28,South-East,basic,standard,weekly,medium,39809,57257,11948,305323
poultry,broiler,intensive,452,6,North-West,basic,minimal,quarterly,low,47041,68964,29437,418483
poultry,layer,intensive,129,30,South-West,standard,intensive,quarterly,low,16912,88720,23718,210762
poultry,broiler,battery cage,80,26,North-West,standard,standard,quarterly,medium,26199,16151,10897,119446
poultry,layer,battery cage,247,63,North-West,premium,standard,quarterly,high,33455,20672,25257,236339
cattle,beef,intensive,303,35,North-Central,standard,intensive,weekly,low,15572,95762,15963,294369
cattle,dairy,semi-intensive,115,17,South-East,premium,standard,weekly,medium,42028,61696,14969,218221
poultry,layer,deep litter,286,6,South-East,standard,standard,weekly,low,49725,17244,29909,289603
poultry,layer,battery cage,45,7,South-West,basic,minimal,monthly,medium,31047,58658,7471,150723
poultry,layer,deep litter,229,71,South-East,premium,intensive,quarterly,high,39270,96724,15260,305024
poultry,layer,battery cage,152,12,North-Central,basic,intensive,monthly,high,46223,82578,29325,280349
cattle,dairy,intensive,151,19,North-Central,premium,minimal,quarterly,medium,49148,43782,19589,237167
poultry,layer,intensive,35,74,South-West,premium,intensive,quarterly,low,39183,34678,28495,159039
poultry,layer,deep litter,151,34,South-West,basic,minimal,monthly,high,47977,78299,15446,265199
poultry,layer,intensive,385,36,North-Central,premium,standard,monthly,high,31169,97678,24349,376865
poultry,layer,battery cage,40,63,North-Central,premium,standard,quarterly,medium,18558,28609,8336,94061
cattle,beef,intensive,293,36,South-West,basic,standard,monthly,medium,41529,93295,8407,331260
poultry,broiler,intensive,239,67,North-Central,standard,intensive,quarterly,high,46918,89606,21005,323947
poultry,broiler,intensive,146,49,North-Central,premium,minimal,quarterly,low,37169,67704,20596,235638
cattle,dairy,semi-intensive,69,35,South-East,premium,standard,monthly,low,40860,10443,14171,140834
cattle,dairy,extensive,442,33,South-East,standard,standard,monthly,low,37406,41998,23420,361230
cattle,dairy,extensive,261,14,South-West,premium,standard,quarterly,medium,32986,11211,21420,229103
poultry,layer,intensive,354,24,North-Central,premium,minimal,weekly,medium,24287,90599,17187,333360
poultry,layer,battery cage,432,7,North-West,standard,intensive,monthly,medium,18503,46956,5067,305029
poultry,layer,deep litter,307,24,South-West,premium,intensive,weekly,medium,20785,72038,27017,294125
cattle,beef,intensive,198,30,South-East,premium,intensive,weekly,high,15043,92737,5155,226978
cattle,dairy,extensive,320,27,South-East,premium,intensive,weekly,high,36334,49321,15315,297304
cattle,dairy,extensive,498,16,North-Central,basic,minimal,quarterly,medium,47891,44902,15567,405251
cattle,beef,extensive,41,21,South-West,standard,intensive,monthly,medium,15338,66803,20354,138333
cattle,dairy,intensive,17,19,South-East,premium,intensive,quarterly,low,41418,14340,26422,132098
cattle,dairy,intensive,169,36,North-West,standard,intensive,quarterly,low,28584,46073,29944,217685
cattle,dairy,intensive,350,20,North-Central,standard,standard,quarterly,medium,36220,98588,16810,362838
cattle,dairy,semi-intensive,225,13,South-East,standard,intensive,monthly,low,45450,42916,21629,267945
poultry,layer,intensive,194,59,South-West,basic,standard,monthly,medium,42579,22551,26923,231632
poultry,layer,deep litter,332,57,South-East,premium,minimal,weekly,medium,23148,56110,10915,279321
poultry,layer,intensive,366,64,South-East,premium,standard,monthly,low,15970,18364,25702,259006
poultry,broiler,battery cage,192,56,South-West,standard,minimal,weekly,low,29599,56897,25628,237723
cattle,beef,semi-intensive,323,20,South-West,premium,minimal,weekly,high,39352,33610,20178,293992
poultry,broiler,intensive,319,79,North-Central,basic,intensive,weekly,high,25031,22426,7531,239519
poultry,layer,battery cage,101,56,South-East,premium,standard,monthly,medium,22714,52712,23182,171822
cattle,beef,extensive,287,15,South-West,basic,minimal,weekly,high,33187,73213,15491,298578
cattle,beef,semi-intensive,36,32,North-Central,standard,minimal,weekly,medium,18496,39424,17611,112027
poultry,layer,deep litter,93,64,South-East,standard,minimal,quarterly,medium,18830,88917,8171,181248
cattle,dairy,extensive,448,25,North-Central,premium,standard,weekly,high,28913,19463,10540,311829
cattle,dairy,extensive,391,32,North-West,standard,intensive,monthly,medium,18986,17821,29568,280861
cattle,beef,intensive,106,34,North-West,premium,intensive,weekly,medium,35644,44605,12308,181201
poultry,broiler,intensive,400,20,North-West,standard,minimal,monthly,low,20991,17591,5795,265368
cattle,dairy,semi-intensive,340,22,North-West,basic,intensive,quarterly,low,40307,36336,10034,296984
poultry,layer,intensive,382,42,North-West,premium,minimal,quarterly,low,42623,41027,11839,329112
cattle,beef,extensive,277,16,North-West,standard,minimal,weekly,medium,47586,92376,11035,337083
cattle,beef,semi-intensive,286,32,North-West,premium,standard,monthly,medium,31731,80080,5529,292071
cattle,beef,semi-intensive,176,34,South-East,standard,standard,quarterly,high,30892,13261,8963,172008
poultry,layer,deep litter,437,42,South-West,standard,standard,quarterly,medium,33399,96256,12951,394505
poultry,layer,intensive,453,8,North-West,premium,intensive,weekly,medium,21762,77787,8559,356370
cattle,dairy,intensive,236,12,North-Central,standard,standard,monthly,high,37465,74318,15703,282951
cattle,beef,intensive,432,25,North-Central,basic,intensive,weekly,medium,29184,95374,11732,381474
cattle,beef,intensive,432,29,North-Central,premium,intensive,monthly,high,34303,31994,10111,326711
poultry,layer,deep litter,315,76,North-West,basic,minimal,monthly,low,37346,40219,26432,298843
poultry,layer,battery cage,31,76,South-East,basic,minimal,quarterly,high,23535,72719,17932,153221
cattle,dairy,extensive,294,13,South-West,basic,intensive,monthly,low,43680,18671,7344,260375
poultry,broiler,deep litter,329,75,South-West,standard,minimal,quarterly,low,18877,23533,14985,240772
cattle,beef,intensive,290,27,North-West,basic,intensive,weekly,medium,29269,62916,29963,296417
poultry,layer,deep litter,265,42,North-Central,premium,standard,weekly,high,15172,90211,26607,279662
cattle,dairy,extensive,354,26,North-West,basic,standard,quarterly,medium,49756,20671,9315,306498
poultry,layer,deep litter,305,63,North-Central,premium,minimal,monthly,high,30893,70844,13178,298308
cattle,beef,semi-intensive,279,20,South-West,standard,intensive,weekly,medium,20915,97735,9205,288270
cattle,beef,extensive,147,22,North-West,basic,intensive,quarterly,low,46208,97380,26786,290082
poultry,broiler,deep litter,433,24,South-East,premium,minimal,monthly,high,46826,75219,9658,395029
poultry,layer,intensive,185,45,South-West,basic,intensive,weekly,high,21518,10742,24820,171098
cattle,beef,semi-intensive,403,25,North-West,basic,standard,quarterly,high,49244,75433,25158,400579
cattle,dairy,semi-intensive,298,34,North-Central,basic,minimal,weekly,medium,29851,91179,26814,326695
poultry,broiler,intensive,326,50,South-West,standard,intensive,weekly,low,32692,92634,14439,335457
poultry,broiler,deep litter,369,69,North-Central,standard,standard,quarterly,low,44319,78196,23682,375016
poultry,broiler,intensive,287,48,South-East,premium,standard,weekly,high,34635,14932,20189,247891
cattle,beef,intensive,458,13,North-West,premium,minimal,quarterly,medium,34758,84982,8003,391501
cattle,beef,intensive,122,13,North-Central,standard,standard,quarterly,high,45744,53837,10528,216853
poultry,broiler,battery cage,169,46,North-Central,premium,minimal,weekly,low,22346,20435,25159,174786
poultry,broiler,intensive,255,24,South-West,premium,minimal,weekly,high,39019,74631,12608,292777
cattle,dairy,extensive,386,29,North-Central,premium,minimal,monthly,high,38096,14342,27457,310991
cattle,beef,extensive,406,29,South-West,basic,standard,weekly,medium,30730,28974,26581,320015
poultry,layer,battery cage,356,37,North-West,basic,minimal,quarterly,low,36551,70458,12082,333642
cattle,beef,extensive,48,15,South-East,basic,intensive,monthly,low,39127,85768,22372,210394
poultry,broiler,battery cage,306,75,North-Central,basic,standard,quarterly,high,28316,22742,7744,240118
poultry,layer,battery cage,180,55,North-Central,premium,minimal,weekly,medium,18425,60075,15351,202276
cattle,dairy,semi-intensive,217,29,North-Central,premium,minimal,monthly,medium,36982,63662,21499,267625
cattle,beef,intensive,264,12,North-West,basic,minimal,quarterly,low,17448,39076,29593,235565
cattle,beef,semi-intensive,55,20,South-East,standard,minimal,quarterly,low,49119,56896,13634,196268
cattle,beef,semi-intensive,112,18,South-West,standard,minimal,monthly,low,39672,65846,29111,230301
poultry,layer,battery cage,335,14,South-West,basic,intensive,monthly,high,45734,17223,17372,293563
poultry,broiler,intensive,256,26,North-Central,basic,minimal,monthly,high,34559,82171,23588,302877
poultry,broiler,intensive,442,53,North-West,standard,standard,weekly,medium,28842,97213,28484,404381
poultry,layer,intensive,474,22,South-West,basic,intensive,monthly,high,41937,11241,18992,351107
poultry,broiler,deep litter,120,80,South-West,standard,minimal,monthly,low,36660,48013,14675,196008
poultry,layer,deep litter,250,57,South-East,standard,standard,monthly,high,29131,49500,18065,250827
cattle,beef,extensive,125,23,North-Central,standard,minimal,monthly,medium,43852,88847,29442,268493
cattle,beef,intensive,471,16,South-West,standard,standard,weekly,low,27047,98380,28614,416588
poultry,layer,intensive,71,55,South-West,basic,standard,quarterly,low,36228,67850,12201,188007
poultry,broiler,deep litter,214,63,South-East,basic,intensive,quarterly,low,28609,65893,8644,238755
cattle,beef,semi-intensive,479,16,South-West,basic,intensive,weekly,high,17132,66097,22940,362801
poultry,layer,battery cage,327,77,South-West,standard,intensive,weekly,high,25343,83269,20618,318073
poultry,broiler,deep litter,405,14,North-West,premium,standard,weekly,medium,27688,75088,14523,347487
poultry,broiler,intensive,321,35,South-West,premium,intensive,weekly,high,15815,15390,14598,222118
poultry,layer,intensive,342,70,North-West,premium,minimal,monthly,high,19712,69965,18598,298987
poultry,layer,intensive,400,10,North-Central,standard,intensive,monthly,medium,38653,24434,11159,312899
poultry,layer,intensive,396,37,North-West,premium,intensive,monthly,medium,28852,85734,22678,364116
poultry,layer,battery cage,60,73,North-Central,basic,minimal,monthly,medium,36000,14875,27064,143939
poultry,layer,deep litter,358,20,South-West,premium,standard,monthly,low,31245,86029,19715,347234
cattle,dairy,semi-intensive,183,12,North-West,premium,standard,monthly,high,29909,65816,21469,238603
poultry,broiler,deep litter,47,79,North-West,standard,standard,monthly,low,46373,67843,5592,189681
cattle,dairy,semi-intensive,226,33,North-Central,standard,standard,weekly,high,48903,65794,6351,282951
cattle,dairy,semi-intensive,87,18,South-East,basic,intensive,weekly,medium,23073,39783,12348,141777
poultry,broiler,deep litter,285,69,South-East,basic,intensive,weekly,high,35259,47781,14094,274893
cattle,beef,semi-intensive,151,12,South-East,basic,intensive,weekly,low,35532,47931,18711,213206
cattle,dairy,extensive,379,23,South-East,premium,standard,weekly,high,26695,85060,10455,338405
cattle,beef,semi-intensive,436,35,South-West,premium,minimal,quarterly,low,48611,13703,10975,339900
