year,month,livestockType,productionType,productionSystem,numberOfAnimals,cycleDuration,location,housingStatus,housingType,capacity,equipmentCount,feedPrice,laborCost,electricityCost,mortalityRate,vaccinationProgram,vaccinesUsed,vetServiceFrequency,medicationIntensity,diseaseRiskLevel,parasiteControl,sellingPricePerKg,eggPricePerEgg,milkPricePerLiter,totalCostEstimation,projectedRevenue,projectedProfit,roi
2025,8,poultry,layer,extensive,158,2,Zamfara,existing,existing,201,1,386311,36327,31413,1.7,basic,LaSota (Newcastle),weekly,high,high,none,5036,155,0,604467,240737,-363730,-60.17
2025,1,cattle,beef,intensive,43,21,Zamfara,existing,existing,51,1,7054173,342247,67688,1.1,minimal,CBPP vaccine only,weekly,medium,low,none,5600,0,0,7513644,59537800,52024156,692.4
2025,7,cattle,beef,intensive,50,7,Zamfara,not-required,existing,57,4,7228146,163111,103584,1.9,minimal,CBPP vaccine only,quarterly,low,high,occasional,5600,0,0,7550521,68670000,61119479,809.47
2026,6,poultry,broiler,battery cage,946,7,Abia,existing,existing,1183,2,2901855,31359,71723,6.8,minimal,LaSota (Newcastle),quarterly,low,low,none,4738,177,0,3483613,9190196,5706583,163.81
2026,9,poultry,broiler,deep litter,1514,5,Abia,need-to-build,wooden,1584,3,3061815,145189,16375,2.2,minimal,LaSota (Newcastle),monthly,low,medium,none,4908,217,0,6787335,15987920,9200585,135.56
2026,4,poultry,layer,deep litter,1146,5,Abia,need-to-build,block-concrete,1244,1,3819151,122922,16032,1.4,intensive,LaSota + Gumboro + Marek's + IB,monthly,medium,medium,none,5762,112,0,8218933,3163877,-5055056,-61.51
2026,1,poultry,layer,deep litter,80,4,Abia,need-to-build,steel-structure,82,2,253022,63865,35757,3.1,standard,LaSota + Gumboro (IBD),monthly,medium,high,none,3633,216,0,774164,334886,-439278,-56.74
2026,10,cattle,beef,mixed,50,20,Abia,need-to-build,block-concrete,60,3,11504550,396204,57677,0.6,minimal,CBPP vaccine only,monthly,high,high,occasional,6013,0,0,19193131,74711525,55518394,289.26
2026,4,cattle,beef,extensive,12,9,Abia,need-to-build,block-concrete,15,1,605938,515028,41631,2.6,standard,CBPP + FMD (Foot & Mouth),quarterly,high,low,none,5652,0,0,2903413,16515144,13611731,468.82
2026,11,poultry,broiler,deep litter,1319,10,Adamawa,existing,existing,1361,4,3266750,68137,11703,2.5,standard,LaSota + Gumboro (IBD),weekly,medium,low,none,3150,128,0,4901955,8912153,4010198,81.81
2026,7,poultry,broiler,deep litter,351,3,Adamawa,need-to-build,wooden,426,3,785075,145364,40756,6.2,minimal,LaSota (Newcastle),weekly,medium,low,none,4233,126,0,1825248,3066062,1240814,67.98
2026,4,poultry,layer,battery cage,684,10,Adamawa,existing,existing,841,0,1207630,41978,53419,1.0,basic,LaSota (Newcastle),quarterly,high,medium,none,5789,144,0,1760486,4875552,3115066,176.94
2026,3,poultry,layer,deep litter,705,9,Adamawa,existing,existing,799,4,1939661,161396,14416,4.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,high,medium,none,4702,98,0,3044522,2962925,-81597,-2.68
2026,8,cattle,beef,extensive,77,21,Adamawa,not-required,existing,92,0,7320736,218388,109949,2.4,standard,CBPP + FMD (Foot & Mouth),weekly,low,low,regular,4076,0,0,7806412,76579888,68773476,880.99
2026,10,cattle,beef,intensive,24,15,Adamawa,need-to-build,block-concrete,27,2,3059296,255100,28886,4.7,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,low,high,occasional,5623,0,0,6448387,32152314,25703927,398.61
2026,1,poultry,broiler,extensive,300,7,Akwa Ibom,need-to-build,block-concrete,328,3,890242,66695,54124,6.8,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,high,none,3262,101,0,2202361,2006521,-195840,-8.89
2026,4,poultry,broiler,deep litter,1771,6,Akwa Ibom,need-to-build,steel-structure,2135,3,4552031,55121,20582,8.4,minimal,LaSota (Newcastle),weekly,medium,medium,none,3851,187,0,14309791,13743908,-565883,-3.95
2026,7,poultry,layer,semi-intensive,143,9,Akwa Ibom,need-to-build,block-concrete,179,2,381208,179649,55394,2.5,basic,LaSota (Newcastle),monthly,low,high,none,3507,213,0,1097589,1336389,238800,21.76
2026,12,poultry,layer,extensive,1024,8,Akwa Ibom,existing,existing,1148,2,2371121,117697,58043,7.6,basic,LaSota (Newcastle),monthly,low,high,none,5563,168,0,3177645,6358303,3180658,100.09
2026,11,cattle,beef,mixed,91,13,Akwa Ibom,existing,existing,91,0,20514022,442272,46496,4.3,minimal,CBPP vaccine only,monthly,high,high,occasional,5567,0,0,21132920,121203332,100070412,473.53
2026,9,cattle,beef,mixed,15,16,Akwa Ibom,not-required,existing,16,3,1613062,70276,38659,2.9,basic,CBPP vaccine only,monthly,low,high,occasional,7098,0,0,1741137,25845592,24104456,1384.41
2026,8,poultry,broiler,extensive,1073,7,Anambra,need-to-build,block-concrete,1120,1,2251734,147611,10684,5.8,minimal,LaSota (Newcastle),quarterly,medium,high,none,5549,158,0,5962732,12339229,6376497,106.94
2026,3,poultry,broiler,battery cage,982,5,Anambra,existing,existing,1118,0,2209676,137211,41682,8.8,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,high,none,3396,98,0,3468769,6691087,3222318,92.9
2026,6,poultry,layer,extensive,268,8,Anambra,existing,existing,300,0,595691,178058,34167,9.6,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,low,none,3938,199,0,1117456,1928485,811029,72.58
2026,9,poultry,layer,deep litter,1761,8,Anambra,existing,existing,2280,1,5673883,59414,70077,7.4,basic,LaSota (Newcastle),weekly,medium,low,none,5298,219,0,7372425,14284809,6912384,93.76
2026,9,cattle,beef,extensive,39,21,Anambra,existing,existing,39,0,2152766,100583,70156,2.8,minimal,CBPP vaccine only,weekly,medium,low,regular,8241,0,0,2381420,78099957,75718537,3179.55
2026,4,cattle,beef,extensive,92,6,Anambra,existing,existing,99,2,8883246,266022,69496,3.7,minimal,CBPP vaccine only,monthly,low,medium,none,5106,0,0,9317940,113092794,103774854,1113.71
2026,10,poultry,broiler,semi-intensive,1652,9,Bauchi,need-to-build,wooden,1682,4,3376111,108646,52242,1.1,basic,LaSota (Newcastle),weekly,medium,low,none,5326,131,0,7702021,19143889,11441868,148.56
2026,6,poultry,broiler,battery cage,1561,11,Bauchi,existing,existing,1829,1,3054138,137947,18558,6.1,standard,LaSota + Gumboro (IBD),weekly,high,high,none,5638,109,0,5017032,18180936,13163904,262.38
2026,7,poultry,layer,semi-intensive,1631,11,Bauchi,need-to-build,wooden,1712,1,4430035,92102,46507,10.1,basic,LaSota (Newcastle),monthly,high,low,none,5527,148,0,8329078,11935430,3606352,43.3
2026,11,poultry,layer,extensive,592,11,Bauchi,need-to-build,wooden,768,3,1437185,106142,25830,9.0,standard,LaSota + Gumboro (IBD),monthly,low,high,none,3088,187,0,2885623,5540735,2655112,92.01
2026,7,cattle,beef,mixed,96,9,Bauchi,not-required,existing,123,1,7342270,386740,106415,3.8,minimal,CBPP vaccine only,weekly,low,high,none,7694,0,0,7944996,177639072,169694076,2135.86
2026,4,cattle,beef,intensive,79,13,Bauchi,existing,existing,87,1,6457896,145943,15187,2.4,minimal,CBPP vaccine only,monthly,medium,high,regular,4680,0,0,6721220,90211680,83490460,1242.19
2026,1,poultry,broiler,semi-intensive,1797,2,Bayelsa,existing,existing,1918,4,4184158,85068,31208,10.7,basic,LaSota (Newcastle),monthly,high,medium,none,5212,206,0,6474804,18400373,11925569,184.18
2026,7,poultry,broiler,battery cage,1596,5,Bayelsa,existing,existing,1608,1,3765421,184213,49181,4.2,standard,LaSota + Gumboro (IBD),quarterly,low,high,none,3473,195,0,4841503,11682233,6840730,141.29
2026,10,poultry,layer,semi-intensive,235,4,Bayelsa,existing,existing,302,3,737216,94476,70703,9.6,basic,LaSota (Newcastle),weekly,low,medium,none,4897,169,0,1119535,718047,-401488,-35.86
2026,2,poultry,layer,battery cage,204,9,Bayelsa,need-to-build,block-concrete,243,4,454202,182044,34984,5.1,basic,LaSota (Newcastle),weekly,medium,medium,none,4848,202,0,1467850,1759788,291938,19.89
2026,10,cattle,beef,mixed,21,11,Bayelsa,need-to-build,block-concrete,23,0,1512456,246230,99954,4.4,basic,CBPP vaccine only,monthly,medium,high,none,4484,0,0,4883585,22505196,17621611,360.83
2026,5,cattle,beef,mixed,56,14,Bayelsa,need-to-build,wooden,56,1,14015419,272050,68310,4.4,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,low,high,regular,7644,0,0,19474739,102307296,82832557,425.33
2026,10,poultry,broiler,semi-intensive,695,4,Benue,need-to-build,wooden,714,1,1489439,87829,24505,2.8,basic,LaSota (Newcastle),quarterly,high,high,none,4066,89,0,3329543,6042840,2713297,81.49
2026,4,poultry,broiler,deep litter,663,5,Benue,existing,existing,688,4,1808052,128313,52292,10.4,basic,LaSota (Newcastle),weekly,high,high,none,3855,168,0,2936747,5038121,2101374,71.55
2026,12,poultry,layer,battery cage,1500,6,Benue,need-to-build,steel-structure,1721,4,4334519,152980,74894,9.7,standard,LaSota + Gumboro (IBD),weekly,low,low,none,3978,160,0,12845393,6501600,-6343793,-49.39
2026,7,poultry,layer,battery cage,477,5,Benue,existing,existing,525,4,1354495,87906,33213,7.5,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,high,none,4914,96,0,2010808,1058940,-951868,-47.34
2026,12,cattle,beef,extensive,86,22,Benue,need-to-build,steel-structure,97,4,20344314,328079,128842,3.4,standard,CBPP + FMD (Foot & Mouth),monthly,medium,low,regular,5437,0,0,35196517,112921053,77724536,220.83
2026,8,cattle,beef,mixed,39,18,Benue,need-to-build,wooden,42,4,5117738,513205,116091,4.8,basic,CBPP vaccine only,monthly,low,low,regular,7006,0,0,9236520,65029692,55793172,604.05
2026,6,poultry,broiler,battery cage,403,4,Borno,need-to-build,wooden,522,0,894796,143604,63789,6.9,minimal,LaSota (Newcastle),quarterly,medium,low,none,4285,188,0,1859345,3536944,1677599,90.23
2026,8,poultry,broiler,semi-intensive,1853,4,Borno,existing,existing,1950,0,3654381,48585,63082,10.4,basic,LaSota (Newcastle),quarterly,medium,low,none,3339,163,0,4556908,12196144,7639235,167.64
2026,1,poultry,layer,extensive,857,4,Borno,need-to-build,wooden,1006,1,1493523,162021,61270,5.5,minimal,LaSota (Newcastle),quarterly,high,high,none,5539,95,0,3609756,1538744,-2071012,-57.37
2026,7,poultry,layer,semi-intensive,1375,2,Borno,existing,existing,1597,1,2488788,138269,42248,7.8,basic,LaSota (Newcastle),weekly,low,medium,none,3809,189,0,3603425,2396048,-1207378,-33.51
2026,3,cattle,beef,intensive,80,13,Borno,need-to-build,wooden,87,0,3822429,283339,61417,2.8,basic,CBPP vaccine only,weekly,medium,medium,none,7112,0,0,10456721,138257280,127800559,1222.19
2026,5,cattle,beef,intensive,65,19,Borno,existing,existing,71,3,11972787,361858,50499,2.0,intensive,CBPP + FMD + Brucellosis + Anthrax,weekly,high,high,occasional,3923,0,0,12644832,62473775,49828943,394.07
2026,8,poultry,broiler,deep litter,960,8,Cross River,existing,existing,1229,1,2204738,175383,22319,8.4,basic,LaSota (Newcastle),weekly,medium,medium,none,4299,90,0,3257800,8316811,5059011,155.29
2026,10,poultry,broiler,extensive,663,4,Cross River,existing,existing,755,0,1594564,166820,16732,5.3,standard,LaSota + Gumboro (IBD),monthly,high,low,none,5304,149,0,2419900,7326384,4906484,202.76
2026,11,poultry,layer,extensive,1881,2,Cross River,need-to-build,steel-structure,2337,1,5475185,58200,75273,9.7,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,medium,none,5512,204,0,15498956,3465028,-12033928,-77.64
2026,8,poultry,layer,extensive,90,3,Cross River,need-to-build,steel-structure,102,4,202100,146395,11608,7.2,standard,LaSota + Gumboro (IBD),monthly,low,high,none,3581,162,0,837283,202954,-634329,-75.76
2026,5,cattle,beef,extensive,49,19,Cross River,need-to-build,wooden,54,4,8752438,283139,104379,5.0,standard,CBPP + FMD (Foot & Mouth),weekly,medium,low,none,3903,0,0,13568919,45421162,31852244,234.74
2026,5,cattle,beef,extensive,76,24,Cross River,existing,existing,90,2,6726130,315607,101270,4.3,standard,CBPP + FMD (Foot & Mouth),quarterly,low,medium,none,5168,0,0,7275095,93969744,86694649,1191.66
2026,1,poultry,broiler,semi-intensive,1036,6,Delta,existing,existing,1216,0,2495653,82279,49036,5.3,standard,LaSota + Gumboro (IBD),weekly,high,medium,none,3128,193,0,3857736,6751483,2893747,75.01
2026,4,poultry,broiler,extensive,152,6,Delta,need-to-build,steel-structure,172,3,369686,105182,74012,9.1,intensive,LaSota + Gumboro + Marek's + IB,quarterly,low,medium,none,4632,124,0,1353112,1407987,54875,4.06
2026,7,poultry,layer,semi-intensive,1849,8,Delta,need-to-build,block-concrete,2282,3,6157784,156231,36362,2.4,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,medium,none,5826,207,0,14465638,14942287,476649,3.3
2026,6,poultry,layer,semi-intensive,1722,10,Delta,existing,existing,1881,0,4670205,146130,48142,2.6,standard,LaSota + Gumboro (IBD),quarterly,low,high,none,3407,191,0,5622157,16017527,10395370,184.9
2026,1,cattle,beef,extensive,35,17,Delta,need-to-build,block-concrete,41,0,2020616,407650,67806,2.4,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,high,medium,none,8378,0,0,7620422,71548120,63927698,838.9
2026,4,cattle,beef,extensive,90,12,Delta,existing,existing,109,3,20517650,503906,79793,3.1,basic,CBPP vaccine only,weekly,medium,medium,regular,4521,0,0,21258759,98569102,77310344,363.66
2026,7,poultry,broiler,semi-intensive,1639,3,Ebonyi,existing,existing,2036,4,4878395,100970,23670,6.0,intensive,LaSota + Gumboro + Marek's + IB,monthly,high,high,none,5337,177,0,7473008,18089505,10616497,142.06
2026,1,poultry,broiler,extensive,468,6,Ebonyi,existing,existing,512,4,1552555,113383,41644,8.6,intensive,LaSota + Gumboro + Marek's + IB,monthly,low,high,none,4267,186,0,2217234,4015479,1798245,81.1
2026,11,poultry,layer,semi-intensive,1219,4,Ebonyi,existing,existing,1418,0,2523783,137969,47063,8.6,standard,LaSota + Gumboro (IBD),weekly,high,high,none,5352,189,0,4156987,4211547,54560,1.31
2026,7,poultry,layer,battery cage,432,2,Ebonyi,existing,existing,536,3,1239812,191548,69929,9.4,intensive,LaSota + Gumboro + Marek's + IB,weekly,medium,medium,none,3124,113,0,2090537,442273,-1648264,-78.84
2026,10,cattle,beef,mixed,73,11,Ebonyi,need-to-build,wooden,78,4,15176517,533435,105373,1.3,basic,CBPP vaccine only,quarterly,high,low,regular,7674,0,0,22369411,138229844,115860432,517.94
2026,2,cattle,beef,extensive,83,14,Ebonyi,existing,existing,106,3,7060748,165823,96825,3.7,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,low,high,occasional,6501,0,0,7602774,129904607,122301833,1608.65
2026,4,poultry,broiler,semi-intensive,1457,12,Edo,existing,existing,1535,0,4623986,131590,37345,4.1,minimal,LaSota (Newcastle),quarterly,low,medium,none,3160,138,0,5273731,9713772,4440041,84.19
2026,10,poultry,broiler,deep litter,803,6,Edo,existing,existing,970,2,2718310,154096,27755,3.6,standard,LaSota + Gumboro (IBD),quarterly,medium,low,none,5415,195,0,3509638,9221758,5712120,162.76
2026,12,poultry,layer,deep litter,898,9,Edo,existing,existing,1040,3,3097136,73719,23926,8.0,minimal,LaSota (Newcastle),monthly,high,high,none,3418,205,0,4202337,7621326,3418989,81.36
2026,1,poultry,layer,battery cage,1895,12,Edo,existing,existing,1983,2,6493791,159588,16605,1.0,minimal,LaSota (Newcastle),monthly,high,medium,none,3242,167,0,8629414,18798021,10168607,117.84
2026,11,cattle,beef,intensive,70,23,Edo,existing,existing,81,4,17137473,481757,68967,4.0,standard,CBPP + FMD (Foot & Mouth),weekly,medium,low,none,5840,0,0,17855287,98112000,80256713,449.48
2026,10,cattle,beef,extensive,72,16,Edo,existing,existing,75,0,11947299,385329,128066,3.0,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,low,high,occasional,8559,0,0,12684038,149440140,136756102,1078.17
2026,11,poultry,broiler,deep litter,908,10,Ekiti,existing,existing,1125,3,2756281,150129,69127,11.3,intensive,LaSota + Gumboro + Marek's + IB,quarterly,medium,low,none,4223,103,0,3914409,7482612,3568203,91.16
2026,7,poultry,broiler,deep litter,1136,4,Ekiti,existing,existing,1365,1,3047531,135870,63664,7.9,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,high,none,6033,144,0,4434185,13886537,9452352,213.17
2026,5,poultry,layer,extensive,1340,12,Ekiti,existing,existing,1635,2,3730235,167535,41847,4.7,standard,LaSota + Gumboro (IBD),monthly,low,medium,none,3097,112,0,4912457,8581574,3669117,74.69
2026,5,poultry,layer,semi-intensive,490,8,Ekiti,existing,existing,623,4,1668985,190639,40072,2.0,basic,LaSota (Newcastle),monthly,low,high,none,3818,112,0,2287776,2151296,-136480,-5.97
2026,10,cattle,beef,mixed,53,20,Ekiti,existing,existing,63,1,6132986,247709,31857,5.6,intensive,CBPP + FMD + Brucellosis + Anthrax,monthly,high,low,none,7636,0,0,6603776,95511088,88907312,1346.31
2026,1,cattle,beef,extensive,69,8,Ekiti,not-required,existing,74,4,15703971,442980,48653,5.0,standard,CBPP + FMD (Foot & Mouth),monthly,low,high,occasional,3931,0,0,16342850,64419262,48076412,294.17
2026,7,poultry,broiler,deep litter,771,11,Enugu,need-to-build,block-concrete,824,1,1854814,148947,36838,6.7,standard,LaSota + Gumboro (IBD),quarterly,high,low,none,6047,215,0,4890215,9569708,4679493,95.69
2026,1,poultry,broiler,extensive,631,11,Enugu,existing,existing,663,1,1551020,166730,74803,5.1,intensive,LaSota + Gumboro + Marek's + IB,monthly,medium,high,none,5620,176,0,2403361,7403798,5000437,208.06
2026,12,poultry,layer,extensive,427,4,Enugu,need-to-build,steel-structure,479,4,1097860,95385,74715,2.4,minimal,LaSota (Newcastle),monthly,low,high,none,5897,163,0,3484944,1358612,-2126332,-61.01
2026,4,poultry,layer,battery cage,1254,11,Enugu,existing,existing,1440,1,3550554,108907,75127,4.5,standard,LaSota + Gumboro (IBD),monthly,high,high,none,4731,149,0,5058812,9814086,4755274,94.0
2026,10,cattle,beef,intensive,36,14,Enugu,not-required,existing,37,1,9474025,456820,119897,0.8,basic,CBPP vaccine only,monthly,medium,low,occasional,7875,0,0,10095490,70308000,60212510,596.43
2026,4,cattle,beef,extensive,6,6,Enugu,existing,existing,6,0,364204,539782,97165,2.1,basic,CBPP vaccine only,quarterly,low,low,none,8453,0,0,1005903,12413230,11407328,1134.04
2026,10,poultry,broiler,battery cage,1796,2,FCT Abuja,need-to-build,steel-structure,2281,4,4387267,30344,44031,1.8,minimal,LaSota (Newcastle),monthly,high,high,none,4787,130,0,14537202,18573935,4036733,27.77
2026,9,poultry,broiler,extensive,1369,7,FCT Abuja,need-to-build,block-concrete,1660,1,4117102,146389,29045,9.2,intensive,LaSota + Gumboro + Marek's + IB,weekly,low,high,none,3114,170,0,9487891,8515901,-971990,-10.24
2026,3,poultry,layer,semi-intensive,1753,5,FCT Abuja,existing,existing,2046,4,6152543,100492,73072,11.3,minimal,LaSota (Newcastle),quarterly,low,low,none,3384,213,0,7521653,8279901,758248,10.08
2026,10,poultry,layer,deep litter,1379,7,FCT Abuja,need-to-build,steel-structure,1547,1,2911303,139839,25578,10.7,intensive,LaSota + Gumboro + Marek's + IB,weekly,high,high,none,5858,147,0,11161797,6335795,-4826002,-43.24
2026,2,cattle,beef,mixed,98,15,FCT Abuja,existing,existing,104,2,25610282,303524,30420,1.9,intensive,CBPP + FMD + Brucellosis + Anthrax,quarterly,medium,medium,none,4659,0,0,26268704,111976736,85708032,326.27
2026,2,cattle,beef,extensive,17,6,FCT Abuja,existing,existing,17,3,1594588,148066,73826,3.2,basic,CBPP vaccine only,monthly,high,high,occasional,8655,0,0,1845278,35606670,33761392,1829.61
2026,7,poultry,broiler,deep litter,350,7,Gombe,existing,existing,380,4,839543,55703,10164,3.2,minimal,LaSota (Newcastle),quarterly,high,low,none,3966,112,0,1262690,2956098,1693408,134.11
2026,5,poultry,broiler,deep litter,1646,6,Gombe,need-to-build,block-concrete,2101,0,5006677,86614,15466,5.9,standard,LaSota + Gumboro (IBD),monthly,medium,high,none,3750,218,0,10134983,12778310,2643327,26.08
2026,1,poultry,layer,deep litter,1660,9,Gombe,existing,existing,1928,4,5085749,37678,49460,10.4,intensive,LaSota + Gumboro + Marek's + IB,monthly,medium,low,none,5934,110,0,7119403,7362432,243029,3.41
2026,6,poultry,layer,battery cage,573,2,Gombe,existing,existing,589,4,1393558,75861,40429,9.7,minimal,LaSota (Newcastle),monthly,medium,medium,none,3315,185,0,2011567,957225,-1054342,-52.41
2026,8,cattle,beef,mixed,51,13,Gombe,not-required,existing,51,0,2696118,267589,62575,5.6,standard,CBPP + FMD (Foot & Mouth),monthly,high,high,occasional,4100,0,0,3133770,49347600,46213830,1474.7
2026,4,cattle,beef,intensive,74,14,Gombe,existing,existing,74,1,14801659,290603,32633,3.8,minimal,CBPP vaccine only,quarterly,medium,medium,occasional,7831,0,0,15205318,139368307,124162989,816.58
